name,rating,description,adress,web_site,good_1,good_2,good_3,bad_1,bad_2,bad_3
Tierpark Berlin,4.5,Animal park,"Am Tierpark 125, 10319 Berlin, Germany",tierpark-berlin.de,Do not miss this outstandingly wonderful experience! I cannot recommend the Tierpark highly enough. Lovely staff and amazing animals. Food outlets were great quality and the lady at the small souvenir kiosk was a delight to speak to - a beautifully warm and enthusiastic person. The front gate man with the long goatee was kind and helpful too. We went twice to this precious place during our one week holiday. That’s how great the Tierpark is!,"The place offers some relaxed walking around nature with lots of animals to see. You can visit the rabbit's area and the petting zoo. Be careful as the animals at the petting zoo are a bit aggressive; especially the goats, and they might kick you, so be careful when you bring small kids.","I think it's one of the coolest animal park in Berlin. It's pretty big and you can spend good amount of time in walks or rest around.

The number of animals are lesser than Berlin Zoo but here you have different areas which compensate for that.

Himalayas was my favourite as you get to climb up and get some good walk up hill.

Overall it's recommended !!","Waste of time and money, took my kid there and he was disappointed because he couldn't see most of the animals he wanted to see like,lion,giraffe bear etc
All the animals there are animals you can see in a free entrance zoo.
The other bigger zoo in the city is better","When you’re from hamburg this zoo is really bad, the aquarium too. The animals don’t have that much space and its hard to find anything here. To get to one place you gotta walk the same path three times…","Unfortunately, most of the animals are in either in cages or their places are like a cage.
It began to rain very badly and I ran into a place but one of the people working there was very rude and attacked me to out of the place."
Botanical Garden and Botanical Museum,4.5,Botanical garden,"Königin-Luise-Straße 6-8, 14195 Berlin, Germany",bgbm.org,"Wonderful place to pass a few hours in Berlin.
Takes a bit of time to get there but for nature lovers its just great.
Lots of trees, flowers, ponds and green to admire.
The greenhouses are huge and offer a great view of plants not native to Germany.
Tickts are cheap and well worth it.
Go and enjoy.","Amazing place. Full ticket is 6 euros, for kids and students it's 3 euros. Totally worth it. Lots of stuff to see inside. A lot of different species. Also you can see some aquariums. The park outside is also amazing. Very big with tons of green and paths.","Freaking love it! Thinking about changing my career now, because working in all floral parts of the world must be amazing and so relaxing.
Pack some snack and a camera and enjoy what the world has to offer. But be careful with the plants! Some are real sensitive and some are even toxic. How amazing is that!","I traveled all the way from Africa to visit Berlin. One of the to do list was to visit the gardens as I’m from a place of nature.
First the door man was very unfriendly and did not great or even make any eye contact .

I was very disappointed on how the garden was looked after and not sure why the steep price for entrance just to see dead plants and a badly looked after place .

I got to the green house and I was refused entrance 15min before closing . The one staff member just throw there cigarette on the floor in front of use . I hope they picked it up after we left .

I had a great meal at the restaurant and the owner was very helpful and happy. I do recommend a beer or meal there .

Be prepared for the unexpected when visiting . I’m sure the green house is amazing.
Please note you need to pay a second fee to enter there also.
So one ticket to walk to the green house and a second to enter.","You pay 6 Euro for the entrance, and what you see here is only constructions and dead plants","DO NOT GO during corona times, it's a SCAMM.
They are selling tickets only online for something you can't see, because all the greenhouse are closed and the gardens outside are all under construction. So you pay a ticket to enter and have accés to the Cafe inside. That's it."
JUMP House Reinickendorf,4.3,Sports complex,"Miraustraße 38, 13509 Berlin, Germany",jumphouse.de,"Absolutely wonderful time.
We got held up because of some crazy guy at the train station stopping the whole train causing us to be 30 minutes late.
Alina moved up our time for us so we could get the whole 90 minutes we paid for and she was just the absolute best.
5 stars easily, amazing place and really cool zip line!","Good for kids, if you are over 30, don't forget to do some warm up before!😞",Great place to jump a lot and have fun!,Can't book online because I have to pay half the price on the door and when I went to pay they said the payment must be done on the same day of the booking. Very inconvenient policy.,very unfriendly staff and the toilets are always dirty not to mention they allow a lot of people to go in such a small place making it impossible to try everything. going there with friends makes it even harder with places having a max number of people jumping in it of 1. for example the basket ball hall can fit more than 3 but they only allow 1 person in making it hard to have fun with friends. and the personal that explains the rules takes 20 min of your time just to explain what are the rules and there is a lot of them...,"Unfriendly, poorly trained staff, unclean equipment, almost only very small kids. They overbook the place, so that you have to stand in line for a long time for each activity. Expensive too. Stay away."
Robin’s Kids e.V.,5.0,Archery range,"Hermann-Hesse-Straße 82, 13156 Berlin, Germany",robins-kids.com,,,,,,
MYJUMP BERLIN OST – TRAMPOLINPARK & TRAMPOLINHALLE Berlin,4.4,Sports complex,"Allee der Kosmonauten 30, 12681 Berlin, Germany",myjump.de,Have been here a couple of times with our kiddo. It's a good place for kids to remove all their energy. A lot of jumping areas and different jumping games,Kids had a great time but not for me as I had broken ribs. Will be there again soon. Tip take socks,"Excellent, kid was jumping and enjoying non stop. There is also cafe for parents, on the first floor, so you can easily watch your kids, although place is huge. Parking is in front, so easy access to fun few hours.","I booked for 8 kids, one was sick, no reimbursement, only gutschein, which can't even be used to buy something there. Amazingly uncooperative, never again

and: one (8 yo, bright) child broke her arm after 5 minutes. I'm not convinced that  the video kids have to look before jumping is sufficient to guarantee security, a trainer should do it. Not enough staff around","(Translated by Google) I pointed out to the jump guard in a Russian accent that there weren't enough cubes in the bubble bath and she then made a fool of me saying she didn't care. I then said that you can easily hurt yourself there and again she didn't care. Completely incompetent.

(Original)
Ich habe die Jump Wächterin mit russischem Akzent darauf hingewiesen, dass im Schaumbad zu wenig Würfel liegen und sie hat mich daraufhin doof angemacht, dass es ihr egal währe. Ich habe dann gesagt, dass man sich dort leicht verletzen kann und ihr war es wieder egal. Komplett unfähig.","(Translated by Google) We have already celebrated several birthdays here in large groups or just jumped with the children. It's always been great until now.
Today I was refused jumping for my daughter by a very unfriendly and not at all solution-oriented employee. She is not yet 7 years old. I should provide proof of your age. Otherwise I have to jump in as the legal representative. I explained to her that this is not possible because I have a torn ligament and am wearing a splint. The children were extremely disappointed and sad.
At least I got my money back in the end. Nevertheless, I was fully served!
We are now in the Jump3000. There were zero problems, the MA are friendly and nice. The children jump, have fun and still have a nice afternoon. We will definitely not go to the MyJump in the future. Luckily there are enough alternatives in Berlin with friendlier and solution-oriented employees.

(Original)
Wir haben hier bereits mehrere Geburtstage in großer Runde gefeiert oder waren nur mit den Kindern springen. Es war immer sehr schön, bis jetzt.
Heute wurde ich von einer sehr unfreundlichen und überhaupt nicht lösungsorientierten Mitarbeiterin das Springen für meine Tochter abgelehnt. Sie sei noch keine 7 Jahre. Ich solle einen Nachweis über Ihr Alter vorlegen. Ansonsten muss ich als gesetzlicher Vertreter mitspringen. Hab ihr erklärt, dass das nicht geht da ich einen Bänderriss habe und eine Schiene trage. Die Kinder waren mega enttäuscht und traurig.
In Endeffekt habe ich zumindest mein Geld wieder bekommen. Trotzdem war ich voll bedient!
Wir sind jetzt im Jump3000. Da gab es Null Probleme, die MA sind freundlich und nett. Die Kinder springen, haben Spaß und doch noch einen schönen Nachmittag. Zukünftig werden wir definitiv nicht mehr ins MyJump fahren. Da gibt es zum Glück genügend Alternativen in Berlin mit freundlicheren und lösungsorientierten Mitarbeitern."
WINDOBONA Indoor Skydiving Berlin,4.9,Amusement park,"Landsberger Allee 268, 10367 Berlin, Germany",windobona.berlin,"As always at Windobona: Very friendly staff, plenty of parking space outside. Great coaches that are very good as well at teaching kids. Expensive experience though.","Really loved it. The instructor Clara gave us a professional briefing, followed by 'suiting' up for the lesson. 2 slots of 1 min each, the flying was such fun.! In the end in a memorable experience for me and my friends.","We loved the experience! The staff is really nice and helpful.
But Clara was especially sweet! She radiates such a positive energy, and we felt extremely safe with her as our coach.
Will definitely come back again!","(Translated by Google) It's a pity, I'm more of a cash payer, but haven't seen any information that this is only possible with plastic payment

(Original)
Schade, bin eher ein Barzahler, aber keine Info gesehen das das nur mit Plastikbezahlung geht",,"(Translated by Google) It's fun ... without asking. Nevertheless, according to our opinion the price-performance ratio in terms of effective flight time. Much wind around nothing ...

(Original)
Es macht Spass... ungefragt. Trotzdem fehlt nach u.E. das Preis-Leistung-Verhältnis, was die effektive Flugzeit betrifft. Viel Wind um nix..."
Museum für Naturkunde,4.5,Natural history museum,"Invalidenstraße 43, 10115 Berlin, Germany",museumfuernaturkunde.berlin,I recommend it to all people. That was absolutely wonderful experience for me. Staff were friendly and helpful. You can enjoy dinosaurs. There is actually the tallest skeleton in the world. There are so many beautiful taxidermy animals to watch. You can also buy very interesting things in the gift shop. Super easy to go there by tram. The only negative things was toilet. They have to definitely rebuild it. It was too old and old-fashioned.,"First of all, we stayed in the hotel opposite and would recommend booking before you go (online) because ticket queues can get long.

The museum itself though is beautiful, with some brilliant exhibitions. It doesn’t take too long to go around but there are lots of things to see. The fossils and dinosaurs were very intriguing and the taxidermy section was brilliant to bring across the science aspect of evolution.

Would highly recommend a visit here - there is a shop, cafe and toilet facilities too so a family could easily spend a day here.","Very good museum, only 15 € family ticket.
Dinosaur skeletons, increased in many sizes insects, you can see how they really look like. Interesting for adults snd kids! Our son was thrilled)))","We just arrived with our children from another city with promise to see the the skeleton of the dinosaurs, only to discover at the museum door that no tickets are being sold and only could be booked online. No mention of the rules whatsoever on the museum website, my family is disappointed and we’re traveling back home with a wasted day. Very careless behavior from the museum towards their visitors and children.","Unfortunately our visit to the museum was ruined by a very unfriendly employee. I had sat down with my two year old daughter on a bench (where there were no signs that we could not eat or drink) and gave her a slice of apple. I was then approached and told my daughter had to sit in the buggy to eat and that we weren’t in a restaurant but a museum. After asking why my daughter had to sit in the buggy, there was no reason given and the woman walked off.
Apart from that rude encounter, the exhibitions were rather bare and it felt like little energy in invested in making a visit exciting.
Won’t be going again or recommending to others.","Booking is only available three days in advance, the problem is that is not clear or contradictory which days are open or not (they simply don´t say clearly) so you keep checking and then the tickets never appear. Booked my holiday around the visit and now I have no tickets. A total waste of time and money!!"
MYJUMP BERLIN MITTE – TRAMPOLINPARK & TRAMPOLINHALLE Berlin,4.4,Sports complex,"Caroline-Michaelis-Straße 8, 10115 Berlin, Germany",myjump.de,We've been there many times. The place is relatively new and the personal at the time was very friendly and helpful. Kids love this place.,"Very nice and fun place both for the children and the adults.
Except for very hot days :)",Friendly staff and the place is well maintained. Would recommend for a fun afternoon with friends. It also seems to be a location popular for birthday parties.,"I come every Friday. They make my friends and me watch 10 minutes video every Friday, even though I am fully aware of rules and respect them.

However staff over here is does not respect our time. Most disappointing was they denied my friend to enter at 17.55 because five minutes late for 17.50 briefing.

If owner is reading this, must train staff some basic hospitality skills.",Too early,"(Translated by Google) I was there today and looked on the internet and also booked to be there today and what I see on the door were closed today and also have completely different opening times and they are not even on the internet

(Original)
ich war heute da gewesen und habe im Internet geguckt und auch gebucht um heute da zu sein und was sehe ich an der Tür hatten heute geschlossen und habe auch ganz andere Öffnungszeit und die stehen nicht mal im Internet"
Bambooland Berlin Spandau,3.5,Indoor playground,"Nonnendammallee 117, 13629 Berlin, Germany",bambooland.de,Nice but small place. Location is really good since you can go shopping,Our kids love this place so so so so so so much. No exageration on the so. The place is clean my kids always get the fun they need and we happy to take them there. Kuddos to all the team!,A very nice place. Me and my little neighbour from 3 yrs having a really nice time here. It's Sunday morning and not to busy and crowded at the moment. Favorite place is the trampoline. I think I will not be able to get her home😂😅😁 Danke 's schön Bambooland Spandau.,"My daughter had a great time, but we won't be coming back. In short, I found it unsafe, uncomfortable, and extremely loud. I got hurt and my child was out of my sight much of the time. It's not good for families with mixed age kids.

First, I think the owners should consider that the parents pay for the entrance, so perhaps it makes sense to consider our comfort on even a basic level. There are no places to sit downstairs. Adults squat on tiny cushions, even though there is a huge open space near the entrance where some comfortable chairs or tables could easily fit. There are tables and chairs upstairs but you can't watch your child downstairs while they play. That's just not okay for me. I had to squat in a corner on the floor while I breastfed my baby. It was terribly uncomfortable.

The climbing area downstairs is dark and the play equipment is so crowded that you cannot keep track of your child at all. If you have to watch a smaller child or baby, forget about watching a bigger one. They are gone. I lost my daughter the majority of the time.

And forget about calling for your child or hearing them if they get hurt or lost and call for you.  It is painfully loud. I have been to several nice indoor playgrounds. I know they are loud, but this place has made no attempt at all to damper the noise. It's like being at a rock concert but it's just screaming children. Absolute hell.

Also, I hurt myself. When we arrived, I was told that adults are encouraged to join in on the equipment. I went down a slide after my daughter, and the landing was so hard that one week later, I still have significant pain in my tailbone and lower back. I can hardly sit. I am not much larger than an average preteen boy, for referrence. I landed really hard on a concrete floor that is covered with hardly an inch of padding.

I also have to echo what others said about the smelly, dirty bathrooms.

And if you have a baby, you had better bring a baby carrier. Strollers/buggies are not allowed in.

If you just have older children and you're deaf, you'll have a great time. For me, it was not nice at all. I briefly had fun chasing my daughter around on the equipment, but then I got hurt.

Also, why is the small child/baby area upstairs?! People with babies often have older children as well who also need supervision...but they are playing downstairs where you can't see or hear them.

Oh, and the stairs are a death trap. I was terrified walking down holding my baby while children ran up and down and around us. One bump and things could have been catastrophic. I honestly don't know how this place is in business. Someone will get seriously hurt if they don't fix anything.","They made me pay double. My son and me: 1 day card for kid + 1 for me + Zeitkarte for kid ?? Why the kid should pay a day card plus a time card? We were there for less then 3 hours.
And this time it was also very dirty. Never again.","dark, dirty and quite expensive. Definitely not worth it!"
Computer Games Museum,4.5,Technology museum,"Karl-Marx-Allee 93A, 10243 Berlin, Germany",computerspielemuseum.de,THE place to visit if you are interested in computer games! This place is lovingly and thoughtfully curated with fantastic displays and loads of interactive stuff to do. You can even play the old arcade games! Wonderful gift shop and even more wonderful staff. I cannot recommend this fascinating museum highly enough! We will be back next time we are in Berlin.,"What an amazing place to visit!
If you're interested in computer games at all, this is THE place to go. They have loads of exhibits on the history and evolution of entertainment technology, as well as lots of actual consoles you can play, and even a gaming arcade!
It can get a bit busy, which makes it harder to get a turn at any of the machines, but it's absolute heaven for gaming enthusiasts, especially if you're nostalgic for older games and gaming consoles!","Simply put : wonderful.

A cozy, chill place where I learned a LOT about my favorite pass time even though I’d consider myself pretty well versed. It’s so cool to see all the love and care that went into it. You can really feel the attention to detail from the presentation to the way you can interact with the exhibition.

A must visit if you like the medium ❤️","It's all about reading, not much to play and the arcade area was very busy.","Very disappointing, they say it's 60 years of gaming history, but they mainly focus on the 70's, 80's and early 90's. The last 20 years of the gaming world isn't represented at all, how the entire industry have grown and effected the world is not shown. The information they show was underwhelming and not presented in a interesting way, and so was the interactions, which was limited to a few arcade games. All in all, the place is small and not worth the money, I regret spending my money and time there, I do not understand how it got so many high ratings, but it's definitely not worth a visit",Somehow Berlin managed to make a museum for videogames boring. Germans aren't good at crafting experiences and this museum is an excellent example.
Bim & Boom Kinderspielland,3.8,Indoor playground,"Beilsteiner Str. 109, 12681 Berlin, Germany",bim-boom.de,"A very fun place for kids, spacious with lots of activities. My 1yr old had a great time, the toys are children-friendly and age-specific too.
Would definitely visit again!","Huge indoor playground, clean with so many toys to play 😍❤️ loved it!
Our 2,5 yrs old daughter hat such a fun day 🥳","Omg the entrance fee is pricey but so much to do, it’s totally worth it. Budget extra to pay for some rides and food. There is a sign that says all non EC cards are accepted for purchases above 100 euro. However I was told only EC cards are accepted period. To be safe remember to bring cash if you don’t have an EC card. If you forget your cash you can find an “atm“ at hotel  “Otel“ close by or the Springful S Bahn stop. No outside food allowed. You can buy inside and portions are generous and not pricey. My suggestion bring a container to put up some of the food, so your child can have multiple helpings throughout the day. Otherwise you will need to buy food twice or something if you are there for many hours. Socks must be worn to play. There are play options for the tiniest toddler to the biggest kid even adults. If you are using public transportation bring a flashlight if you will stay late and have a little one who is afraid of the dark. The place is in an remote industrial looking area that is very dark at night and appears spooky to a small child. All in all nice enough place for a birthdays or to reward a child or just to be somewhere a bit nicer than normal.","The employee On the cashier was very aggressive and she was unfriendly, then she talked to other people who are (local) in very nice way!!!
I would never take my kids to such a place.","was there on a cloudy day so it was quite dark inside. Asked the lady at the counter 3 times to turn on the lights. The last time I asked her, she said her boss told her not to turn it on as its still bright. I asked her what her boss' name is and she rudely said ""why?"". I told her as a customer i want to know. Extremely rude, dark (saving on electric bill after making so much money is unacceptable) and also quite cold. Shame on management for being such cheap a$$e$!!!

Edit: The manager Hr. Dudensohn did come to our table. Wow...now I understand why the workers are so rude here....when the manager/owner here is so rude and basically tells me ""if u dont like it here, then dont come again"", then how should the people under him treat customers. Absolutely shocked to see this level of service! NOT COMING BACK FOR SURE!!!!!",Unfriendly and rude staff. I wish I could give less than one star. Never again.
Mauerpark,4.4,Park,"Gleimstraße 55, 10437 Berlin, Germany",mauerpark.info,A great place to spend the Sunday. There is flea market around noon and probably also to afternoon - very crowded but interesting to walk around. Several bands are performing around the lawn and you can just grab some food and enjoy the music!,"Nice park with a great big playground plus basket ball hoops. Public toilets are also available and there is a kind of a biergarten at the entrance. Lots of space to bike, skate or scoot around.","Visited on a Sunday. Really had a great time with the ""drop the mic"" many outstanding performances from ordinary people.  So entertaining. Lots to eat and drink. Also a lot going on with the market.","It is very crowded on weekends,on sundays the flea market is very poor quality and sloppy, the sellers are rude.  There is no big tree to rest in its shade, it's an empty field.☹️","There is no grass, it is not a park anymore. the Flohmarkt is way to expensive, a tourist trap. The only interesting thing is the open karaoke but it is really overrated. There better parks in Berlin and cheaper Flohmarkts.","Tug in your Polo-Shirt, bring daddy’s credit card and spend a day with people like you.

Here you can show off your hipster-trophy-wife, push your pram in, of course, Porsche design and tell people all about you.

That’s why you need to bring your business card, so people know you are the CEO of a startup and entrepreneur. Don’t forget to mention, that your startup is the next big thing, super innovative and revolutionising everything.

And as always, bring your selfie stick, because you are very important and people (aka. your Mommy’s multiple Insta-Accounts) need to know that you’re at the Mauerpark."
