asin,rating,reviews,stopwords,punctuation,hastags,numerics,upper,word_count,char_count,avg_word,Good_reviews,polarity,subjectivity
B08HS23N2D,5.0,1asehr schön anzuhören top,0,1,0,0,1,4,26,5.7,1.0,0.5,0.5
B08HS23N2D,4.0,toller tonie stiller tonie,0,0,0,0,0,4,26,5.7,1.0,0.0,0.0
B08HS23N2D,5.0,also zum einschlafen ist der tonie nicht aber zum zwischendurch hören super eine geschichte die mit eher rockigen kinderliedern besungen wird die erwachsenen können da super mit hören bisher der absolute lieblingstonie für groß und kleinlieblingstonie,18,4,0,0,0,36,251,6.0,1.0,0.29,0.74
B08HS23N2D,2.0,der tonie sich sieht super süß aus und die stimmen sind auch schön aber der inhalt hat nichts mit gutenacht zu tun ich wollte den tonie eigentlich damit mein sohn abends vorm ins bett gehen ein bisschen runterkommt und wir den tonie im wohnzimmer hören können aber die lieder sind viel zu rockig und absolut nicht passend als gutenacht tonie auch der inhalt ist meiner meinung nach nicht passend ein siebenschläfer der nicht müde ist und nicht einschlafen kann ist eine schande für seine eltern und nicht richtig hätte ich mal die rezensionen vor der bestellung gelesen hat nicht mit gutenacht zu tun,60,11,0,0,0,103,600,4.8,0.0,0.33,0.67
B08HS23N2D,2.0,hatte mir etwas ruhigeres zum einschlafen erhofft es geht um einen kleinen siebenschläfer der nicht einschlafen kann nach und nach kommen viele andere tiere die ihm vorsingenwas sie zum einschlafen bringt es sind einige doch recht flotte und rockige lieder auf dem tonie wenn ein kind wie ich haz musik vor allem laute und rockige liebt hat dann eher ein aufgedrehtes anstatt ein müdes schläfriges kind nach dem anhören dieses tonies wir bei uns wieder verkauft ist nichts zum einschlafennicht wirklich zum einschlafen,47,14,0,0,0,83,518,5.3,0.0,0.6,0.9
B08HS23N2D,2.0,ich schreibe selten eine rezension aber die figur und die geschichte sind süß gemacht und meine kinder mögen den siebenschläfer zum einschlafenwas mich gewaltig stört ist der zweiten geschichte dass dort die worte fallen ein siebenschläfer der nicht ht einschlafen kann ist eine schande für mama und papadie kinderbesonders kleinere übertragen diese aussage auf sich selbst und können nicht differenzieren jedes kind hat mal einschlafschwieitgkeitrn diese worte sind meiner meinung nach völlig fehl platz bin fast vom sofa gefallen als ich das gehört habeunpassender text,43,14,0,0,1,85,571,5.7,0.0,0.4,0.75
B08HS23N2D,3.0,für sich ein schöner tonie habe ihn allerdings nur bestellt da meine kleine tochter 4ihn aus dem kindergarten kannte und sehr geschwärmt hat naja von der geschichte kann ich den anderen rezensionen nur zustimmen die moral von der geschichte ist tatsächlich grenzwertiggrenzwertig,24,7,0,0,0,42,279,5.7,0.0,0.0,0.25
B08HS23N2D,1.0,wir haben diesen tonie zum einschlafen gekauft dafür ist er aber komplett unbrauchbar die geschichten lieder sind teilweise zu laut und viel zu rockig um damit einschlafen zu könnendas schlimmste und schockierende für uns war aber der inhalt es wird dem kleinen siebenschläfer immer wieder gesagt er sei nicht normal eine enttäuschung für seine elternund das sollen schon kleine kinder erklärt bekommen dass wenn nicht läuft wie bei anderen ist man nicht normal unglaublich ungeeignet,41,12,0,0,0,75,484,5.5,0.0,0.15,0.65
B08HS23N2D,1.0,ich habe diesen tonie zum anhören zum einschlafen gekauft der anfang ist ganz nett und ruhig aber das dritte lied ist mit egitarre und ab da geht es voll ab puncto schnelle und aufregende musikleider totale geldverschwendung und würde ich absolut niemandem empfehlenmein kind ist zur musik auf und ab gesprungen im kinderbett hatten wir noch nie als ob man zu rockmusik einschlafen solltedefinitiv nicht zum einschlafen,33,9,0,0,0,67,419,5.3,0.0,0.6,0.9
B08HS23N2D,1.0,der tonie ist zu laut und zu schnell um als gutenachtgeschichte durchzugehen dazu kommt das inhaltliche thema welches etlichen anderen rezensionen schon ausführlich erklärt wurdekurz das ding ist mist und geht zurückgutenachtgeschichte definitiv nicht,15,13,0,0,0,34,251,6.4,0.0,0.0,0.0
B08HS23N2D,1.0,das ist das erste mal dass ich eine rezension schreibe aber der inhalt dieses tonie hat mich wirklich entsetzt der kleine siebenschläfer kann nicht einschlafen und wird dafür massiv verurteilt die anderen siebenschläfer reagieren mit unverständnis und werfen ihm den kopf dass er dann wohl kein richtiger siebenschläfer sei man wie alle anderen sein müsse und er eine enttäuschung für seine eltern sei ich dachte ja zunächst dass diese botschaft im laufe der geschichte irgendwie ins negative gedreht wird aber nein dem ist nicht ich würde diesem tonie gerne gar keinen stern geben und hoffe dass man den inhalt des tonies nochmal überarbeitet dieses lied sollte kein kind hören müssen leider hatte ich mir vor dem kauf keine rezensionen durchgelesenpädagogisch mehr als fragwürdig,66,16,0,0,0,123,781,5.4,0.0,0.15,0.65
B08HS23N2D,3.0,dies war ein geschenk für meinen enkel er findet die geschichte sehr schön aber er findet das der erzähler viel zu leise die geschichte erzählt bitte mal überprüfen und den tonie evtl lauter herstellentonie ist zu leise,19,4,0,0,0,37,219,4.9,0.0,0.0,0.0
B08HS23N2D,1.0,der kleine siebenschläfer kann nicht schlafen weshalb ihm andere siebenschläfer sagen er sei eine schande für seine eltern andersartigkeit wird sehr negativ dargestellt es gibt doch zb keinen regenwurm der regen nicht mag usw der inhalt sollte dringend überdacht werdenverletzend für die kinderseele,20,9,0,0,0,43,299,6.0,0.0,0.0,0.0
B09BNRXC54,5.0,dieses legoset war ein großer wunsch der kinder hierfür hatten sie extra ihr taschengeld gespart aber für den preis bekommt man auch einiges geboten der wohnblock ist wirklich toll designt die vielen und abwechslungsreichen räume laden zum spielen ein es gibt geschäfte und wohnungen auch werden viele figuren mitgeliefert natürlich sind dabei die mitgelieferten tiere für die kinder immer wichtigsten auf einer dachterrasse befindet sich sogar ein kleiner hühnerstall richtig toll von lego ausgedacht überall findet man liebe zum detail auch weiteren zubehör wurde nicht gespart einfach ein sehr gelungenes gesamtpaket dieser wohnblock wurde windeseile aufgebaut und sofort intensiv bespielt auch lässt er sich gut mit weiteren legohäusern kombinieren auf diesem wege entsteht eine richtig tolle stadt der kreativität sind hier keine grenzen gesetzt aus meiner sicht eine absolute kaufempfehlungtypisch lego hohe qualität und tolle details,55,21,0,0,2,136,940,5.9,1.0,0.1,0.5
B09BNRXC54,5.0,lego super wie immer schnelle lieferung und günstiger preis im vergleich zum uvpalles bestens guter preis,4,4,0,0,0,16,105,5.6,1.0,0.33,0.67
B09BNRXC54,4.0,la caja llegó rotame inventaré que los reyes magos se les cayó por el camino ver si mi hija se lo creeel envío fue rápido llegó antes de lo previstola caja llegó rota por un lado,0,8,0,0,0,36,178,4.0,1.0,0.0,0.0
B09BNRXC54,5.0,les lego coûtent chère pour ce que cest mais ça son évidence ceci est très bien détaillé mais petit les apparemment et magasins son petit et peu remplis ce qui reste normal chez lego je recommandesuper,0,0,0,0,0,36,201,4.6,1.0,0.15,0.65
B09BNRXC54,5.0,lo ho comprato per mio figlio che fa la collezione dei friends devo dire che è favoloso sembra realecurato nei minimi dettaglifavoloso,0,2,0,0,0,22,134,5.1,1.0,0.0,0.0
B09BNRXC54,5.0,bellissima idea regalolego una garanzia,0,1,0,0,0,5,39,7.0,1.0,0.0,0.0
B09BNRXC54,5.0,lego ridiculously expensive anyway children love best deal around set good set part packed separately confusing beginners could give small pack time packs constructed order girls lego experts though took several weeks save maybe two hours build ita good set,0,10,0,0,0,40,257,5.4,1.0,0.23,0.45
B09BNRXC54,5.0,con este set de 1682 piezas construimos el edificio de la calle mayor de heartlake city las piezas vienen en 12 bolsas numeradas más una sin numerar que contiene las placas que hacen de suelo techo el montaje se describe lo largo de 10 manuales se incluye una hoja con 36 pegatinas como cada manual describe la construcción de una parte del set puedes ir por orden ir construyendo distintos apartamentos tiendas montarlo todo al final en la portada de los manuales viene la foto de lo que vas construir se incluyen 8 personajes muy diversosmaya una niña pequeña casi siempre acompañada de su osito de peluchejoshua el conductor del camión que además es arquitectotrevor el peluquerodottie la señora del huerto urbano la gallinaevelyn barista patinadora trabaja en la cafeteríalibreríasavannah que es invidente ahora está de visita en la calle mayorharper una joven que va en silla de ruedas es diseñadora gráfica trabaja desde casastephanie una gran deportista que trabaja en el supermercado al que va con su bicicletase incluyen también tres mascotas dos perros goldie el perroguía de savannah scottie el perro de dottie un gato macaron el gato de harper el edificio es modular de tres plantas con ascensor planta baja primer piso segundo piso una pista para hacer acrobacias con los patines con un skate aceras con rampa para sillas de ruedas bancos para sentarse macetas con flores farolas para que la calle esté bien iluminada por la noche si lo montamos siguiendo las instrucciones de los manuales queda como sigue en la planta baja tenemos un supermercado que hace esquina una peluquería un cafélibrería en el primer piso en la esquina tenemos una cocinasala de estar luego dos dormitorios uno de ellos con su cuarto de baño en el segundo piso en la esquina hay una terraza con una mesa con parasol un par de taburetes un pequeño huerto urbano un gallinero con una gallina que ya ha puesto un huevo luego tenemos el dormitorio con una casa de muñecas para maya casi siempre acompañada de su osito de peluche una habitación que hace las veces de salón donde hay un sofá un ordenador en uno de los tejados tenemos placas solares para proporcionar electricidad al edificio en el otro tenemos plantas de hecho en casi todas las habitaciones terrazas ventanas hay plantas algunas de ellas con flores partiendo de la base que la parte del edificio que hace esquina siempre está fija podríamos poner por ejemplo el bloque de la peluquería un lado el bloque del cafélibrería al otro dejar la peluquería con un solo piso por encima poner tres pisos sobre el cafélibrería etc se puede dejar fijo bien ir cambiando de vez en cuando lo primero que construyes es un camión que sirve como camión de mudanzas también para transportar mercancías con las que abastecer las tiendas las puertas traseras se abren para poder colocar la mercancía el techo de la cabina se abre para poder poner al conductor dentro del camión va una caja con utensilios diversos como platos cubiertos como si los llevara alguien que se acaba de mudar heartlake es un camión eléctrico como indica la pieza que hay en la parte delantera que es donde se enchufa la corriente lo conduce joshua un joven que parece recién llegado al barrio continuación construyes la peluquería con todos los detalles propios de este establecimiento tijeras cepillo secador pelucas un frasco de perfume un cómodo sillón incluida una escobacepillo para limpiar el suelo después de cortar el pelo como ya comentado el peluquero se llama trevor después viene un apartamento amarillo que consta de dormitorio cuarto de baño con su wc su ducha la cama está como si la colcha tuviera doblada una esquina se construye con ladrillos diferencia de otros sets en los que las camas llevan pegatinas gusta el detalle de la planta que la puerta del balcón es corredera tiene unos detalles azules en la fachada que puedes poner tal como vienen en en manual como más te gusten luego viene el apartamento azul que va encima del amarillo con la camita de maya aquí la colcha sí que es una pegatina una caja para guardar cosas una casita de muñecas una de las paredes tiene los colores del arcoiris una puerta corredera da un pequeño balcón en el tejado están colocados los paneles solares los detalles amarillos de la fachada puedes colocarlos tal como están en el manual como te apetezca lo siguiente es el edificio que hace esquina con el supermercado en la planta baja lleno de frutas verduras también pan la cocinasalón en la primera planta la terraza la cocinasalón tiene infinidad de detalles como una cafetera una taza una sartén en la que puedes simular que fríes uno de los huevos que ha puesto la gallina unos palillos chinos colgados de la paredsendos recipientes con comida agua para el perro una cristalera con cristales azules amarillos en el medio de la cual hay una enorme planta en las ventanas hay macetas con flores que también puedes organizar como más te guste la terraza además de lo que ya comentado tiene una regadera para regar las plantas en un lado del gallinero hay una planta trepadora con las piezas sobrantes de las distintas bolsas puesto unas baldosas adicionales en la barandilla de la terraza continuación viene la cafeteríalibrería con la pizarra en la puerta un cartel colgado en la puerta con un libro una taza de café un detalle muy original en la puerta hay también un buzón de correos en el interior puedes escoger entre un croissant una magdalena un delicioso bocadillo para beber un café la máquina de café está muy lograda un batido uno se puede sentar en la mesa de la entrada para tomar un tentempié mientras está leyendo en un lado hay unas piezas circulares para aparcar la bicicleta después viene el apartamento rosa con una cama muy original que tiene la colcha rayas blancas negras tiene una planta con una flor el comedero del gato una lámpara ajustable el balcón es más grande que los de los apartamentos azul amarillo también tiene la puerta corredera tiene además una maceta una planta trepadora luego se construye el apartamento amarillo chillón que tiene unas ventanas laterales muy originales dentro hay un sofá un mueble con una planta el ordenador con el que trabaja harper tiene también un balcón bastante amplio con una planta al que se accede por una puerta corredera unas plantas en el tejado aquí se podrían poner los paneles solares en vez de las plantas porque tanto el tejado del apartamento azul como éste son del mismo tamaño planos finalmente construimos el ascensor la pista de acrobaciasel ascensor funciona muy bien aunque es totalmente manual tiene un diseño que parece muy ingeniosola pista de acrobacias tiene nada de especial está ahí junto con ella viene un skate unos patines tanto evelyn como stephanie tienen sendos cascos la seguridad ante todo yo construido este set de lego con mi madre lo hemos pasado genial las ideas para  son suyas que siempre busca la manera de aprovechar las piezas sobrantes de reorganizar partes  el huerto urbano las macetas con flores etcpara fans de las construcciones de lego especialmente fans de lego friends para los peques horas de diversión una vez construido para los que somos tan peques queda precioso en una estanteríabienvenidos la calle mayor de heartlake city,13,179,0,5,22,1239,7213,4.8,1.0,-0.01,0.88
B09BNRXC54,5.0,theres lot interior quite common lego sets im honest rooms perfectwonderful,1,3,0,0,0,11,75,5.9,1.0,0.15,0.7
B09BNRXC54,5.0,61,0,0,0,0,0,1,2,2.0,1.0,0.0,0.0
B077HXLQ95,3.0,das zusammenbauen mit meinem neffen hat spaß gemacht manchmal war es etwas knifflig aber ende stand sie spinne dann leider ist die qualität nur mittelmäßig nach kurzer zeit war der schalter schon lose und ein stück abgebrochenkurzer spaß,18,3,0,0,0,38,237,5.3,0.0,0.0,0.0
B077HXLQ95,2.0,eigentlich ein nettes geschenk nicht ganz einfach zum zusammenbauen aber machbar für einen jungen als wir es dann auch endlich fertig hatten uns ausführlich über die etwas dünnen und kurzen kabel geärgert haben passt die batterie nicht hinein egal man macht es geht nicht die spinne schaut cool aus aber ist leider unbrauchbar wenn das endergebnis nicht stimmtnett als geschenk,31,11,0,0,0,60,377,5.3,0.0,0.35,0.65
B077HXLQ95,2.0,geplante batterie passt nicht das vorgesehene fachernüchterung heiligen abendbatterie,2,2,0,0,0,9,85,8.6,0.0,0.0,0.0
B077HXLQ95,2.0,hält leider nicht es verspricht teile fehlten für kinder zudem ungeeignet da die beschreibung sehr ungenau und fremdsprachig istnicht zu empfehlen,8,4,0,0,0,21,146,6.0,0.0,0.0,0.0
B077HXLQ95,2.0,anleitung nur auf englischdas 9 jährige kind ist nicht zufrieden hat mich explizit gebeten das zu erwähnen manche teile sind zu fragilich fand es ging doch es gibt genug bildernur englische anleitung,14,9,0,0,0,32,199,5.2,0.0,0.6,0.9
B077HXLQ95,1.0,motor gibt nach 2 minuten aufder spaß war für mein sohn sehr kurznicht zu empfehlen weggeschmissenes geldspaß für 2 minuten,7,4,0,2,0,20,123,5.2,0.0,0.0,0.0
B077HXLQ95,1.0,ich hatte diesen spinnenroboter voller vorfreude meinem enkel 8 jahre geschenkt der bislang alles zusammenbauen konnte sonst 1214jährige zusammenbauen aber diese spinne ist weder selbstklärend nochkann man den videos folgen da diese viel zu schnell den zusammenbau präsentieren also eher fehlkaufund verständlich dass dieses objekt zzt gar nicht mehr käuflich istauch für geübte kinder nicht zusammenbaubar,23,14,0,0,0,56,406,6.3,0.0,0.0,0.0
B077HXLQ95,1.0,die montageanleitung ist eine zumutung nur piktogramme mit montagehinweisen chinesisch und englischversuchen sie es bitte selbst einmal dieses gerät nach der mitgelieferten anleitung zu montieren bauanleitung,14,9,0,0,0,26,208,7.0,0.0,0.0,0.0
B077HXLQ95,1.0,würde ich nicht nochmal kaufennö,3,0,0,0,0,5,32,5.6,0.0,0.0,0.0
B077HXLQ95,1.0,sofort kaputt gegangensofort kaputt gegangen,0,5,0,0,0,5,44,8.0,0.0,0.0,0.0
B09BNVC2GB,3.0,die platten sind leider nur 25x25 ich habe mich auf die beschreibung verlassen auch hier stehen 32x32 dem ist aber nicht sofalsche maße,14,6,0,0,0,23,135,4.9,0.0,0.0,0.0
B09BNVC2GB,3.0,purchased three one colour little one wanted able make larger lego creations baseplates quite flimsyas lego overpriced probably taken advice given lego shop employee advised buy second hand thats exactly ill futurei award three happy shoppingtoo expensive,0,9,0,0,2,37,255,5.9,0.0,0.02,0.62
B09BNVC2GB,1.0,title description implies 32 x 32 measurement however actually referring number studs plate much smaller sizerip price annoying opened would getting sent backmisleading description,0,1,0,2,1,24,180,6.5,0.0,-0.27,0.5
B09BNVC2GB,1.0,sirve para todos los legos luego deveriam decirlo en las instruciones pa que legos sirveno sirve para lego duplo,0,0,0,0,0,19,112,4.9,0.0,0.0,0.0
B09QFX8S39,5.0,als geschenk topwar beim globus billiger,1,1,0,0,0,6,40,5.8,1.0,0.0,0.0
B09QFX8S39,5.0,lego ist immer gut und bei amazon preisleistung gutlego ist top,4,2,0,0,0,11,63,4.8,1.0,0.5,0.5
B09QFX8S39,5.0,echt super wie mein kleiner sich gefreut hat 3schön,4,2,0,0,0,9,51,4.8,1.0,0.33,0.67
B09QFX8S39,5.0,mein kleiner war begeistert qualität,2,0,0,0,0,5,36,6.4,1.0,0.0,0.0
B09QFX8S39,5.0,meine tochter hat sich auf anhieb das set verliebtgenial,5,0,0,0,0,9,56,5.3,1.0,0.0,0.0
B09QFX8S39,5.0,das lego set ist sehr niedlich und hat schöne einzelteile entspricht der altersangabesehr schönes set,6,2,0,0,0,15,101,5.8,1.0,0.0,0.0
B09QFX8S39,4.0,dieses set ist echt toll ein ganzer schwung verschiedener tiere pflanzen sogar eine wasserrutsche alles ist süß die qualität ist gut und jedes kleine kind wird hier mit ziemlicher sicherheit sehr viel spaß haben nur müssen die das ganze halt auch nicht bezahlen50 uvp ist denn hier schief gelaufen die beiliegende spielmatte ist im grunde nur ein stück pappe daran kann es also nicht liegen und es sind auch keine 500 teile es sind nichtmal 100 ich bin der regel mehr bei lego unterwegs und weiß nicht ob dieses preisschema für duplo normal ist aber ich bin völlig perplex auch sind die teile die dabei sind keine standardteile bedeutet dass man damit nicht groß selbst bauen kann weswegen man sich dann schon langsam fragen muss warum es denn ein duplo set sein muss denn süße tierfiguren für kinder findet man auf jeden fall auch billigerdas set zeichnet sich nur durch eine einzige sache wirklich aus die tiere wenn euch diese und die kompatibilität zu duplo und lego das geld wert ist gut dann sei es aber das kann und darf doch nicht normal sein ein süßes set aber nie im leben würde ich es zu diesem preis empfehlen und trotz meines bewertungsschemas bei dem ich für hohe preise nur einen stern abziehe ist das hier eigentlich zu großzügig das macht nichtmal das alpaka wettwie viel,127,48,0,1,1,225,1288,4.7,1.0,0.3,0.73
B09QFX8S39,5.0,urteileine bewertung zur kann das gerät und wofür ist das gerät wird hier nicht verfasst denn die funktion und wofür man es nutzt ist einem im vornherein klardenn sonst würde man danach nicht suchenbei diesem produkt muss man von dem preis funktionssektor reden dem preislichen rahmen für den er angepriesen ist schlägt er sich wacker und ist nicht überteuert die funktionen die vom hersteller gegeben sind laufen funktionieren nach meinem augenmerk mit einer normalen nutzung ohne problematik man gehe hier von einer normalen lebensdauer des produktes aus und sollte sich nicht auf ein bestehen auf lebenslangenerhalt erhoffen für das momentum dient er jedoch ausreichend und man kann nicht klagen wiederkauf jafunktional,65,14,0,0,1,111,722,5.5,1.0,0.0,0.0
B09QFX8S39,5.0,ich kenne aus meiner kindheit noch figuren mit viereckiger fläche unten bei meinen kindern heute 9 und 12 jahre gab es dann schon wirklich viele tolle figuren und tiere jetzt kaufe ich für meine nichte lego duplo und ich habe das gefühl hier hat sich schon wieder viel getan ins negative das set ist wirklich sehr herzig aufmachung und qualität altbekannter legoqualität da gibt es schlicht nichts auszusetzeneinzig die bezeichnung spielmatte halte ich für übertrieben es ist eher eine kulisse wie man sie zb auch bei vielen adventskalendern mittlerweile kenntwas einfach immer für lego und lego duplo spricht ist dass meine fast 40 jahre alten steine perfekt mit den aktuellen steinen passen da könnte sich mancher hersteller eine scheibe abschneiden wo die teile bereits nach wenigen jahren nicht mehr kompatibel sindja der preis von lego duplo ist nicht günstig aber das ist es einfach auch wert auch im vergleich zu anderen sets finde ich dieses set im preisleistungsverhältnis fair aktuell ist es mit knapp unter 40 sogar im angebot da würde ich nicht lange zögern klare kaufempfehlung bin schockverliebt,85,24,0,3,0,179,1109,5.2,1.0,0.2,0.63
B09QFX8S39,3.0,sehr gutsehr gut,1,0,0,0,0,3,16,4.7,0.0,0.0,0.0
B09QFX8S39,3.0,wie og kippen die bäume beim spielen immer um es fehlt eine plattesonst sehr schön verarbeitetdie bäume kippen immer um,7,5,0,0,0,20,119,5.0,0.0,0.0,0.0
B09QFX8S39,3.0,es fällt mir gar nicht einfach das set zu bewertendas material und die qualität sind sehr gut das muss man aber bei dem preis auch erwartenaber als bauset ist es nicht sehr gut es gibt zu wenig dinge die man verändern bauen oder stecken kann als tierset hat es allerdings seine qualitäten und mein sohn spielt gerne damit aber nur kombination mit anderen steinen also als soloset nicht wirklich der renner um tiere zu kommen ist es super die tiere sind toll,48,28,0,0,0,82,457,4.6,0.0,0.33,0.67
B09QFX8S39,3.0,40 really nice good younger children small flowers still chokable advantage duplo somewhat lessened makes set less good young children advertised price eyewateringinsanely high price,0,5,0,0,0,25,182,6.3,0.0,0.23,0.45
B08G444BQH,4.0,das lego star wars set 75300 imperial tie fighter besteht aus 432 teilenund hat seit dem 192022 eine uvp von 4499 euro vorher 3999 eurodas entspricht einem teilepreis von 1041 cent pro teiles sind 3 minifiguren enthalten zwei von ihnen sind exklusiv diesem setdas set hat eine altersempfehlung von 8da es im freien markt zu erwerben ist sind rabatte von 30 und mehr möglichdie 432 teile sind drei tütenbauabschnitte verpacktsticker sind diesem set nicht enthaltendie bauanleitung ist gewohnt gut und übersichtlich aufgebautim ersten bauabschnitt wird das cockpit zusammengebautmittels snottechnik werden einige details der außenseite angebrachtdas ganze macht einen stabilen eindruckder zweite und der dritte bauabschnitt sind ziemlich identischder tie fighter hat eben zwei gleich aussehende flügelder bau ist nicht wirklich anspruchsvoll und kann sicherlich auch von kindernunter 8 jahren mit etwas hilfe bewältigt werden insgesamt benötigt man ca 3040 minutendie optik des tie fighters ist sehr gut der vorlage nachempfundenund passt vom größenverhältnis sehr gut zu den minifigurenauf der unterseite befinden sich zwei shooterfür meinen geschmack sind diese zu stark zu sehen es passt einfach nicht richtig ins gesamtbilddie flügel sind mittels technik pins ans cockpit gebaut und sind somit extrem stabildie drei minifiguren für dieses set sind gut gewählt und umgesetztfazit mich überzeugt das set nicht nur durch den detailreichtum auch durch die stabile bauweiseeignet sich dieses modell perfekt für das kinderzimmerich kann jedem star wars fan dieses modell uneingeschränkt empfehlentoller tie fighter nicht nur für einsteiger,93,39,0,6,5,238,1635,5.9,1.0,-0.2,0.6
B08G444BQH,5.0,der bau war mit der anleitung echt sehr einfach fast viel zu einfach als ich das bild auf dem karton sah dachte ich alleine die beiden flügel würden eine anforderung darstellen nein alles war kein problem aber er hat viel spaß gemacht und der tie fighter sieht genau wie der xwing einfach super aus für die größe auch die drei sammelfiguren sind sehr gut bedruckt und sehen top aus der tie fighter ist auch sehr fest und man kann ihn echt gut die hand nehmen hier fallen keine teile ab lob hier sind mal keine aufkleber sind ja ihr lest recht und das bei lego alles nur drucke warum nicht immer auch waren alle teile da nicht wie beim xwing wo einige teile gefehlt haben ich habe knapp 32 euro bei amazon bezahlt der preis war also sehr fair für ein solches set sehr empfehlenswert für star wars fansein toller tie fighter,79,19,0,1,0,152,822,4.4,1.0,0.43,0.67
B08G444BQH,5.0,eine der besten kombinationen überhaupt star wars legoals langjähriger fan muss ich sagen das mir dieses kleine set gut gefällt auch preislich ist es bei rabatt absolut toplego star wars,11,4,0,0,0,30,186,5.2,1.0,0.0,0.0
B08G444BQH,5.0,2 figuren tie fighter im gut getroffenen maßstab und leistbarerwenn du keinen tiefighter noch besitzt nimm diesen,6,5,0,1,0,17,113,5.7,1.0,0.0,0.0
B08G444BQH,5.0,ein set mit dem man nichts falsch machen kann gute figuren auswahl robuster tie fighter und mit rabatt sehr gutes preis leistungsverhältnislego 75300,10,3,0,1,1,23,149,5.5,1.0,0.0,0.0
B08G444BQH,5.0,auch dieser artikel war ein super angebot lego gür die kids haltamazon schnäppchen zum kleinen preis würde ich zu dem angebotspreis jederzeit wieder kaufen topschönes geschenk,11,4,0,0,0,26,175,5.8,1.0,0.33,0.67
B08G444BQH,5.0,hab es zusammen mit einem anderen lego set bestellt als kombi ordentlich gespart schnelle lieferung alles bestenstolles kombi angebot,7,5,0,0,0,19,133,6.1,1.0,0.0,0.0
B08G444BQH,4.0,die qualität des sets ist lego typisch gut jedoch muss man sagen dass wie bei allen lego starwars sets das preisleistungsverhältnis nicht gerade gut ist insbesondere da fast alle besonderheiten mit aufklebern und nicht mit prints gelöst werdenandererseits ist es ein gutes spielset wie mit den abschließbaren blastern jedoch finde ich den droiden als figur etwas überflüssigschönes lego starwars set,28,10,0,0,0,60,399,5.7,1.0,0.2,0.6
B08G444BQH,5.0,lego ist superlego ist halt 100 fun,2,1,0,1,0,7,35,4.1,1.0,0.3,0.2
B08G444BQH,5.0,good value money downscaled tiefighterperfect,0,2,0,0,0,5,45,8.2,1.0,0.7,0.6
B08G444BQH,3.0,ist schnell gebautfür den preis zu wenigdurchschnitt,3,2,0,0,0,7,52,6.6,0.0,0.0,0.0
B08G444BQH,2.0,konstruktion ist okay aber sehr repetitiv für die wenigen teile bauzeit vllt 15mindie qualität der steine lässt insgesamt nach klemmkraft angusspunkte farbabweichungenpreise sind legotypisch völlig überzogen also höchstens reduziert kaufenwenig für viel geld,11,10,0,0,0,33,258,6.8,0.0,0.5,0.5
B08G444BQH,1.0,put lego boxes paper bag looks like somene played soccer sat itlego box crushed paper bag,0,2,0,0,0,16,89,4.6,0.0,-0.1,0.1
B08G444BQH,1.0,unfortunate one one delivery attempt made home product simply returned subsequent reimbursement wanted product since upcoming commemorative date,0,8,0,0,3,18,144,7.1,0.0,-0.17,0.47
B08G444BQH,1.0,thats got today destroyed box like elephant walked ittotally destroyed,0,3,0,0,1,10,70,6.1,0.0,0.0,0.0
B08G444BQH,3.0,lego wird immer teurer leiderwird immer teurer leider,1,2,0,0,0,8,53,5.7,0.0,0.0,0.0
B08G444BQH,1.0,vertauschte teile der 1 tüte und konnte somit nicht weiter bauen jetzt darf man schön die teile nach kaufen zum kotzenfrechheit,9,1,0,0,0,21,127,5.1,0.0,0.0,0.0
B08G444BQH,1.0,ich habe mich sehr über die heutige lieferung gefreut weil ich den tiefighter meine vitrine stellen wollte es fehlte nun aber schon der ersten tüte wichtige teile als erstes baut man die figur zusammen nichts von da auch den anderen tüten nicht eine weitere tüte war auch geöffnet und wieder verklebt wordenfehlende teile,30,8,0,0,0,53,321,5.1,0.0,0.0,0.0
B08G444BQH,1.0,keine herausforderung beim bauen war auch mein letztes lego produkt allein schon wegen der obskuren geschäftspraktikenso lala,5,3,0,0,0,17,125,6.4,0.0,0.0,0.0
B08G444BQH,1.0,eigentlich ein tolles set aber dafür dass es schon teuer ist erwarte ich dass auch alle teile da sind aus der dritten tüte kullerte ein rad aus lego city heraus statt des stormtrooperhelms mein sohn ist enttäuscht ich wütendfehlende teile sind nervig,20,9,0,0,0,42,250,5.0,0.0,0.0,0.0
B077TWR9D8,5.0,ist als geburtstagsgeschenk super angekommentolles geschenk,2,0,0,0,0,6,59,9.0,1.0,0.33,0.67
B077TWR9D8,5.0,macht spaß und fertig sieht es schön ausfür echte puzzler,2,0,0,0,0,10,57,4.8,1.0,0.0,0.0
B077TWR9D8,4.0,es ist ein echter hingucker jedoch ist es schade das man unten teile raus lassen muss damit es auf die lampe passt darum nur 4 sterne ansonsten echt süß und macht spaßtolles puzzle mit verbesserungs potenzial,15,0,0,1,0,36,208,4.8,1.0,0.0,0.0
B077TWR9D8,5.0,war ein geschenk für meinen 7 jährigen enkel ist sehr gut angekommen kann ich nur empfehlenwar für meinen enkel 7 jahjre aös geschenkist sehr gut angekommenkann ich empfehlen,13,5,0,2,0,28,174,5.2,1.0,0.0,0.0
